Compound_name,Fragment,Insp_frag_found,dockedSMILES,fragSMILES,SuCOS_score,Avg_SuCOS_score
KRI-LIF-2e3-1,x0107,1,OCc1ccncc1-c1cc(CCc2cn[nH]c2)ccn1,CC(O)NC1CNCCC1C,0.5872722247053742,0.1149239067441343
MUS-SCH-c2f-4,x0107,1,OCc1ccncc1-c1cc(CCc2cn[nH]c2)ccn1,CC(O)NC1CNCCC1C,0.5872722247053742,0.1149239067441343
GAB-REV-4a4-20,x0104,1,CC(=O)NCCc1c[nH]c2c(NCc3ccc4[nH]cnc4c3)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.7490024565357389,0.1486549356463795
GAB-REV-4a4-13,x0104,1,CC(=O)NCCc1c[nH]c2c(NCc3ccccc3C#N)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.750965304667336,0.141216765336358
CHR-SOS-54d-3,x0748,0,O=C(CC1(C#CC2CCC[NH2+]C2)CCCCC1)Nc1cccnc1,CC(O)NC(C)C1CCCC(Cl)C1,0.4778083992964426,0.1500833239965313
WAR-XCH-e55-10,x0748,0,O=C(CC1(C#CC2CCC[NH2+]C2)CCCCC1)Nc1cccnc1,CC(O)NC(C)C1CCCC(Cl)C1,0.4778083992964426,0.1500833239965313
MUS-SCH-c2f-2,x0107,1,O=C([O-])c1c[nH]c(Cl)c1CCc1ccnc(-c2cnccc2CO)c1,CC(O)NC1CNCCC1C,0.5868430002936729,0.12928132519695631
NIR-THE-0d6-3,x0104,1,CC(=O)NCCc1c[nH]c2c(NC3CCN(C(=O)CCl)CC3)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.6473633098593359,0.15706333220787527
MIH-UNI-339-10,x0678,1,Cc1ccncc1NC1CC(c2ccccc2)CC([NH3+])O1,OC(CC1CCCCC1)NC1CCCNC1,0.5476405801219857,0.09866034023916301
KIM-UNI-60f-9,x0107,1,Cc1ccncc1-n1c2c(ccc1=O)N(CCC(N)=[NH2+])CCC2,CC(O)NC1CNCCC1C,0.5539849573643507,0.1525645484009439
CHR-SOS-f73-1,x0678,1,O=C(CC1(c2ccccc2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.4857237154868246,0.11481832223739839
MUS-SCH-c2f-3,x0107,1,OCc1ccncc1-c1cc(CCc2cn[nH]c2Cl)ccn1,CC(O)NC1CNCCC1C,0.5942275328299851,0.11763207204198302
TRY-UNI-714-13,x0678,1,Cc1c(N)cncc1NC(=O)C(C)C1CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.5560282108508491,0.09380278911669704
CHR-SOS-b30-5,x1420,0,O=C(CC1(C#Cc2ccnnc2)CCCCC1)Nc1cccnc1,CC(O)N1CC2CCCCC2C(C2CCCCC2)C1,0.44276465744274374,0.15798737598620524
CHR-SOS-e96-1,x0678,1,NS(=O)(=O)c1cccc(C2(CC(=O)Nc3cccnc3)CCCCC2)c1,OC(CC1CCCCC1)NC1CCCNC1,0.5265871472036334,0.1642802770852186
DAR-DIA-033-15,x0107,0,[NH3+]CCc1ccncc1CC(=O)Nc1ccccc1,CC(O)NC1CNCCC1C,0.570733581611642,0.08847031188120585
ADA-UNI-f8e-5,x0678,1,C[NH2+]CCC(C(=O)Nc1cccnc1)c1ccccc1,OC(CC1CCCCC1)NC1CCCNC1,0.45833839346530675,0.08281743977341097
MAK-UNK-9e4-9,x0678,0,Fc1cc2c(=S)n(-c3cccnc3)c(=S)n(-c3ccccc3)c2cc1Cl,OC(CC1CCCCC1)NC1CCCNC1,0.4462775973080808,0.1678239751013614
TRY-UNI-714-14,x0678,1,Cc1c(N)cncc1NC(=O)C(C)c1ccccc1,OC(CC1CCCCC1)NC1CCCNC1,0.5132150529026499,0.11527991773514865
MUS-SCH-c2f-1,x0107,1,O=C([O-])c1n[nH]c(Cl)c1CCc1ccnc(-c2cnccc2CO)c1,CC(O)NC1CNCCC1C,0.5540375679333848,0.13546208430108286
MAK-UNK-9e4-3,x1392,0,O=c1c(-c2ccccc2)c2cc(Cl)c(F)cc2c([O-])n1-c1cccnc1,CC(O)N1CC2CCCCC2C(C2CCCCC2)C1,0.5663953299262374,0.18456184260254793
CHR-SOS-f73-3,x0678,1,Cc1ncc(C2(CC(=O)Nc3cccnc3)CCCCC2)s1,OC(CC1CCCCC1)NC1CCCNC1,0.49347331139060163,0.11814337959793693
CHR-SOS-709-16,x0678,1,O=C(Nc1cccnc1)c1cc(Cl)ccc1Oc1ccccc1,OC(CC1CCCCC1)NC1CCCNC1,0.5253969833691995,0.11529588997817607
TRY-UNI-714-16,x0678,1,Cc1ccncc1NC(=O)C(C)C1CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.5337602062544314,0.0920852128120311
MED-UNK-e6e-5,x0678,1,O=C(CC1CCCCC1O)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5046521089450073,0.07945796179070805
CHR-SOS-b30-1,x0678,1,O=C(CC1(C#Cc2ccccn2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.529293502560473,0.1436416317194229
MIH-UNI-339-13,x0748,0,NC(=O)CC1Cc2ccccc2CC1Nc1cccnc1,CC(O)NC(C)C1CCCC(Cl)C1,0.42488293011699646,0.1178312306349509
SWA-SYN-40d-4,x0107,0,O=c1[nH]cccc1CNc1nc2ccccc2[nH]1,CC(O)NC1CNCCC1C,0.42938940271629544,0.06761765491011282
CHR-SOS-b30-2,x0678,1,O=C(CC1(C#Cc2cccnc2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.4855091441828489,0.13956484531653934
TRY-UNI-714-7,x1093,0,Cc1c(N)cncc1NC(=O)NC1CCCCC1,CN1CCN(C(O)CC2CNC3NCCCC23)CC1,0.4915623851271202,0.07475466486773363
CHR-SOS-f73-2,x0678,1,O=C(CC1(c2cccnc2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.4797993304425968,0.11269667824102655
KIM-UNI-60f-10,x0107,1,Cc1ccncc1-n1c2c(ccc1=O)N(CCC(N)=O)CCC2,CC(O)NC1CNCCC1C,0.519035157862382,0.14840987114866444
KIM-UNI-60f-8,x0107,1,Cc1ccncc1-n1c2c(ccc1=O)N(CC(N)=O)CCC2,CC(O)NC1CNCCC1C,0.5584754002678383,0.14194488046633225
NAU-LAT-811-7,x0195,0,CC(=O)NCCc1c[nH]c2c(CNC(=O)Cc3c[nH]c4ncccc34)cc(F)cc12,CN1CCCC2CCC(S(N)(O)O)CC21,0.45700817277685674,0.09290625335469141
CHR-SOS-54d-4,x1382,0,O=C(CC1(C#CC2CCCC[NH2+]2)CCCCC1)Nc1cccnc1,CC(O)NC(C)C1CCCC(Cl)C1,0.4740370420705957,0.14652552843870972
TRY-UNI-714-21,x0107,1,Cc1c(N)cncc1NC(=O)C(C)c1cccc(C#N)c1,CC(O)NC1CNCCC1C,0.5442720282188125,0.12562226854762076
STE-UNK-4e3-1,x0991,0,Cc1ccncc1-n1c(=O)ccc2cc(C3CC3)c(S(N)(=O)=O)cc21,CCC(N)N,0.48320304035378164,0.17868777963030355
SID-ELM-b65-16,x1382,0,O=C(CC1CCCCC1)Nc1c(F)ncc2ncncc12,CC(O)NC(C)C1CCCC(Cl)C1,0.40901842754167206,0.09096230826776774
TRY-UNI-714-17,x0107,1,Cc1ccncc1NC(=O)C(C)c1ccccc1,CC(O)NC1CNCCC1C,0.49233116779560415,0.11354684198165407
MAK-UNK-9e4-2,x0678,0,O=c1c(-c2cccnc2)c([O-])n(-c2ccccc2)c2cc(Cl)c(F)cc12,OC(CC1CCCCC1)NC1CCCNC1,0.44046012329133527,0.16882575763560417
CHR-SOS-6c4-4,x0107,1,Cc1ccncc1NC(=O)NC1(C#Cc2ccccn2)CCCC1,CC(O)NC1CNCCC1C,0.39679343856259314,0.1463932900252029
SAN-PRS-52b-3,x0678,1,O=C(Nc1cccnc1)Oc1ccccc1,OC(CC1CCCCC1)NC1CCCNC1,0.4255372664681885,0.07010594471614459
MAK-UNK-726-4,x0107,1,Cc1ccncc1NC(=O)C(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,CC(O)NC1CNCCC1C,0.5108412269599382,0.14707476346729734
SID-ELM-258-18,x0678,1,O=C(CC1CCCCC1)Nc1cncc2nc[nH]c12,OC(CC1CCCCC1)NC1CCCNC1,0.4171806406161164,0.08135841950557854
SID-ELM-8b3-19,x0107,1,O=C(CC1CCCCC1)Nc1c(Cl)ncc2ncncc12,CC(O)NC1CNCCC1C,0.4691055443000142,0.08767468033674149
DAR-DIA-033-11,x0107,0,O=C(Nc1ccccc1)Nc1cnccc1CCNC(=O)N1CCCCC1,CC(O)NC1CNCCC1C,0.49114622720471435,0.07927527783715267
CHR-SOS-54d-1,x0678,1,O=C(CC1(C#CC2CC[NH2+]C2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.46232820743866543,0.13011300330911557
GAB-REV-70c-5,x0107,1,Cc1ccncc1NC(=O)CNC(=O)c1ccc2nc[nH]c2c1,CC(O)NC1CNCCC1C,0.5197030250133178,0.11515825373192339
CHR-SOS-b30-4,x0678,1,Cn1cnc(C#CC2(CC(=O)Nc3cccnc3)CCCCC2)c1,OC(CC1CCCCC1)NC1CCCNC1,0.48548206867504984,0.1423558163006049
SAL-INS-316-4,x0104,1,OC1CCC(Cc2csc3c(CCc4[nH]cc[nH+]4)c[nH]c23)CC1,CC(O)NCCC1CNC2CCC(F)CC12,0.5875317490835172,0.1430473919154228
BEN-VAN-578-11,x0107,1,CCc1cnc(-c2cnccc2C)cc1-c1cccc(N2CCCC2=O)c1,CC(O)NC1CNCCC1C,0.49842125412182686,0.1439294144264968
DAR-DIA-fb2-11,x0104,1,CC(=O)NCCc1c[nH]c2c(C[NH+]3CCN(C(=O)CCl)CC3)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.512683065405441,0.14951639551152088
NAU-LAT-f72-1,x0104,1,CC(=O)NCCc1c[nH]c2c(C[NH+]3CCN(C(=O)CCl)CC3)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.512683065405441,0.14951639551152088
STU-CHA-bc0-1,x0104,1,CC(=O)NCCc1c[nH]c2c(C[NH+]3CCN(C(=O)CCl)CC3)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.512683065405441,0.14951639551152088
JOO-PER-d7a-1,x0104,1,CC(=O)NCCc1c[nH]c2c(C[NH+]3CCN(C(=O)CCl)CC3)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.512683065405441,0.14951639551152088
SID-ELM-8b3-25,x0678,1,O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]ncc12,OC(CC1CCCCC1)NC1CCCNC1,0.5433225385151854,0.08990689427260891
DAR-DIA-842-14,x0678,1,N#Cc1ccc(CC(=O)Nc2cccnc2)s1,OC(CC1CCCCC1)NC1CCCNC1,0.4370405487976385,0.06745772122974888
CHR-SOS-b30-3,x0678,1,O=C(CC1(C#Cc2ccncc2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.4481963612399797,0.1472938595502771
CHR-SOS-f73-4,x0678,1,O=C(CC1(c2ccccc2)CCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5499097588962499,0.1120066995221961
MAK-UNK-516-9,x1392,0,CCNc1ncc(C#N)cc1Cc1ccc2c(c1)C(=S)NC2,CC(O)N1CC2CCCCC2C(C2CCCCC2)C1,0.39900119910196413,0.14794873903876327
DAR-DIA-033-1,x0107,0,O=C(Nc1ccccc1)Nc1cnccc1CCNC(=O)NC1CCCCC1,CC(O)NC1CNCCC1C,0.5716648785971932,0.09339989866853729
SID-ELM-8b3-21,x0678,1,O=C(CC1CCCCC1)Nc1c(Cl)ncc2[nH]ccc12,OC(CC1CCCCC1)NC1CCCNC1,0.5470843526486695,0.09083118307159795
GAB-REV-4a4-4,x0104,1,CC(=O)NCCc1c[nH]c2c(CNc3ccc4c(c3)C(=O)NC4)cc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.6120582135422369,0.16912365100900964
SID-ELM-258-16,x0678,1,Nc1cncc(NC(=O)CC2CCCCC2)c1,OC(CC1CCCCC1)NC1CCCNC1,0.55847292913273,0.08649867578810129
MED-UNK-e6e-6,x0678,1,CC1(CC(=O)Nc2cccnc2)CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.517289975638549,0.08269255355607111
TRY-UNI-714-1,x0678,1,Cc1c(N)cncc1NC(=O)CC1CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.5369551751515862,0.08775806969503146
CHR-SOS-597-5,x0678,1,O=C(CC1(Cc2ccccc2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5877106483894674,0.12374217679537172
KIM-UNI-60f-5,x0107,1,Cc1ccncc1N1C(=O)CCN(CCC(N)=[NH2+])C1=O,CC(O)NC1CNCCC1C,0.5229902316032845,0.12188736423827655
CHR-SOS-1f3-7,x0678,1,Cc1ccncc1NC(=O)NC1(Oc2ccccc2)CCC1,OC(CC1CCCCC1)NC1CCCNC1,0.46409412264528366,0.10394875136226621
KIM-UNI-60f-7,x0107,1,Cc1ccncc1-n1c2c(ccc1=O)N(CC(N)=[NH2+])CCC2,CC(O)NC1CNCCC1C,0.5466619675831103,0.14126232282970044
CHR-SOS-54d-2,x0678,1,O=C(CC1(C#CC2CCC[NH2+]2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.44341193982783633,0.15618516584167091
ADA-UNI-f8e-8,x0748,0,CS(=O)(=O)NCCC(C(=O)Nc1cccnc1)c1cccc(Cl)c1,CC(O)NC(C)C1CCCC(Cl)C1,0.5395852975001081,0.18055747502376365
DAR-DIA-23a-3,x1093,1,N#Cc1cccc(NC(=O)Cc2cncc(N)c2)c1,CN1CCN(C(O)CC2CNC3NCCCC23)CC1,0.5198378732126743,0.10131358420444922
MIH-UNI-339-2,x0107,1,Cc1ccncc1Nc1cc(-c2ccccc2)cc(N)n1,CC(O)NC1CNCCC1C,0.48044484987164693,0.12151497990220958
ADA-UNI-f8e-2,x0748,0,CS(=O)(=O)NCCC(C(=O)Nc1cccnc1)c1ccccc1,CC(O)NC(C)C1CCCC(Cl)C1,0.4292591829655182,0.16468496753309553
ALE-HEI-f28-7,x0107,1,Cc1ccncc1NC(=O)NC1CCCCC1,CC(O)NC1CNCCC1C,0.4620231765005887,0.07252609149423059
TRY-UNI-714-11,x0107,1,Cc1ccncc1NC(=O)NC1CCCCC1,CC(O)NC1CNCCC1C,0.4620231765005887,0.07252609149423059
SID-ELM-8b3-14,x0107,1,O=C(Nc1ccccc1)Nc1c(Cl)ncc2[nH]ncc12,CC(O)NC1CNCCC1C,0.5588881932599017,0.08136914788560409
SID-ELM-b65-13,x0678,1,O=C(CC1CCCCC1)Nc1c(F)ncc2nccn12,OC(CC1CCCCC1)NC1CCCNC1,0.5224801197042102,0.08284054824513591
SID-ELM-b65-14,x0678,1,O=C(CC1CCCCC1)Nc1c(F)ncc2[nH]ncc12,OC(CC1CCCCC1)NC1CCCNC1,0.5534472984877628,0.08887826943694102
TRY-UNI-714-19,x0678,1,Cc1c(N)cncc1NC(=O)Cc1cccc(C#N)c1,OC(CC1CCCCC1)NC1CCCNC1,0.5373752768378766,0.11663487480171561
MAK-UNK-726-5,x0107,1,Cc1ccncc1NC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,CC(O)NC1CNCCC1C,0.5167718093214786,0.14678502222399595
CHR-SOS-54d-8,x0748,0,Cc1cc(C#CC2(CC(=O)Nc3cccnc3)CCCCC2)n[nH]1,CC(O)NC(C)C1CCCC(Cl)C1,0.42680333344293986,0.14168043336557404
CHR-SOS-70e-1,x0678,1,O=C(CC1(Oc2ccccc2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.45741919704547374,0.117569244346169
SID-ELM-258-2,x0678,1,O=C(CC1CCCCC1)Nc1cncc2nccn12,OC(CC1CCCCC1)NC1CCCNC1,0.5018322250402425,0.07776140673125306
MAK-UNK-105-8,x0104,1,O=C(C[NH+]1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1)NCCc1c[nH]c2ccc(F)cc12,CC(O)NCCC1CNC2CCC(F)CC12,0.4517187927864576,0.14217601922059522
SID-ELM-258-13,x0678,1,O=C(CC1CCCCC1)Nc1cncc2ncncc12,OC(CC1CCCCC1)NC1CCCNC1,0.387882617171754,0.07810728677939266
AUS-ARG-7cf-13,x0678,1,O=C(NCCC(c1ccccc1)c1ccccc1)c1cnccn1,OC(CC1CCCCC1)NC1CCCNC1,0.47442737275586183,0.12321088750488117
SID-ELM-258-19,x0678,1,CNc1cncc(NC(=O)CC2CCCCC2)c1,OC(CC1CCCCC1)NC1CCCNC1,0.38302274714971024,0.07799260674314021
ADA-UNI-f8e-6,x0748,0,C[NH2+]CC1CC1(C(=O)Nc1cccnc1)c1ccccc1,CC(O)NC(C)C1CCCC(Cl)C1,0.5088922629141459,0.141816591543898
SID-ELM-b65-20,x0678,1,O=C(CC1CCCCC1)Nc1c(F)ncc2nc[nH]c12,OC(CC1CCCCC1)NC1CCCNC1,0.46976308309850373,0.07553923254438441
JAV-UNI-450-1,x0748,0,CC(=O)N1Cc2ccccc2C(c2ccccc2)C1Cc1cccnc1,CC(O)NC(C)C1CCCC(Cl)C1,0.47686928445023113,0.14236226242943492
SID-ELM-b65-21,x0678,1,Nc1cnc(F)c(NC(=O)CC2CCCCC2)c1,OC(CC1CCCCC1)NC1CCCNC1,0.5217371775547909,0.08455974930572518
ORN-MSD-f9d-1,x0104,1,NC(=O)NCCC1C=NC2C(CC[NH+]3CCCOCC3)=CC(F)=CC12,CC(O)NCCC1CNC2CCC(F)CC12,0.6095228062024081,0.13328159562419423
TRY-UNI-714-10,x0678,1,Cc1ccncc1NC(=O)CC1CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.5553866647883406,0.087179944435217
ALE-HEI-f28-6,x0678,1,Cc1ccncc1NC(=O)CC1CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.5553866647883406,0.087179944435217
MAK-UNK-9e4-36,x1392,0,Cc1c(Cl)c(F)cc2c(=O)n(-c3cccnc3)c(=O)n(-c3ccccc3)c12,CC(O)N1CC2CCCCC2C(C2CCCCC2)C1,0.5048608385588408,0.18016819767278994
SID-ELM-8b3-24,x0678,1,O=C(CC1CCCCC1)Nc1c(Cl)ncc2nc[nH]c12,OC(CC1CCCCC1)NC1CCCNC1,0.5094350995057676,0.08009505644486666
STE-UNK-e42-1,x0107,1,Cc1ccncc1Cc1n[nH]cc1-c1nccc(C2CC2)c1C,CC(O)NC1CNCCC1C,0.6081730361735268,0.12349625629382013
AUS-ARG-7cf-11,x0678,1,O=C(CC(c1ccccc1)c1ccccc1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.591359430414673,0.11645422169096747
CHR-SOS-f73-6,x0678,1,Cc1ncc(C2(CC(=O)Nc3cccnc3)CCCC2)s1,OC(CC1CCCCC1)NC1CCCNC1,0.48986433269683294,0.1155273882071464
ADA-UNI-f8e-12,x0748,0,C[NH2+]CC1CC1(C(=O)Nc1cccnc1)c1cccc(Cl)c1,CC(O)NC(C)C1CCCC(Cl)C1,0.5478330640416371,0.1488235620222856
CHR-SOS-597-2,x0678,1,O=C(CC1(Cc2cccnc2)CCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5772725898390034,0.1097378815697131
SID-ELM-258-3,x0967,0,O=C(CC1CCCCC1)Nc1cncc2nccnc12,CC(O)NC(CC1CCC(O)CC1)C(O)NCCCBr,0.39272135513499074,0.0839228141716832
TRY-UNI-714-8,x1093,0,Cc1c(N)cncc1NC(=O)Nc1ccccc1,CN1CCN(C(O)CC2CNC3NCCCC23)CC1,0.45474738412900145,0.07322620930480085
CHR-SOS-597-1,x0678,1,O=C(CC1(Cc2ccccc2)CCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.4995204835740018,0.1358700078761013
ALE-HEI-f28-9,x0678,1,O=C(CC1CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.6146442690972358,0.09291403077631952
SID-ELM-258-12,x0678,1,O=C(CC1CCCCC1)Nc1cncc2[nH]ncc12,OC(CC1CCCCC1)NC1CCCNC1,0.560137940661111,0.08857956529199572
CHR-SOS-70e-3,x0678,1,O=C(CC1(Oc2ccccc2)CCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5224058941850478,0.08541014960981438
SID-ELM-258-4,x0678,1,O=C(CC1CCCCC1)Nc1cncn2nccc12,OC(CC1CCCCC1)NC1CCCNC1,0.5557361394646232,0.08605030159133728
DAR-DIA-033-3,x0107,0,O=C(Nc1cccc(Cl)c1)Nc1cnccc1CCNC(=O)NC1CCCCC1,CC(O)NC1CNCCC1C,0.5151576994398838,0.08743401159639276
RUT-UNI-630-24,x0678,1,CC(C)Cc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,OC(CC1CCCCC1)NC1CCCNC1,0.4581702027613969,0.1546927065429185
ÁLV-UNI-7ff-48,x0107,0,Cc1ccnc2[nH]c(Cc3ccc4ccccc4c3)nc12,CC(O)NC1CNCCC1C,0.5379718187445065,0.10544441999616162
CHR-SOS-54d-6,x0678,1,O=C(CC1(C#Cc2cnc[nH]2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.4642670389358022,0.0786018075827737
SID-ELM-b65-11,x0678,1,O=C(CC1CCCCC1)Nc1c(F)ncc2[nH]ccc12,OC(CC1CCCCC1)NC1CCCNC1,0.5893290862043635,0.1075165349392736
CHR-SOS-54d-7,x0678,1,O=C(CC1(C#Cc2cc[nH]n2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.4877260745762337,0.07934617052773568
CHR-SOS-70e-8,x0678,1,O=C(CC1(Oc2ccccc2)CCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5646481966710946,0.11694128835944956
MIH-UNI-339-4,x0107,1,Cc1ccncc1Nc1ccc(CCS(N)(=O)=O)c(N)n1,CC(O)NC1CNCCC1C,0.5092056891171552,0.09704034826239887
AUS-ARG-7cf-6,x0678,1,Cc1ccc(-c2n[nH]cc2C[NH2+]Cc2cccnc2)cc1,OC(CC1CCCCC1)NC1CCCNC1,0.3938504771086233,0.08334418251074938
JAN-GHE-641-6,x0104,1,C=CC(=O)N1CC[NH+](Cc2cccc3c(CCNC(=O)C4CCC[NH2+]4)c[nH]c23)CC1,CC(O)NCCC1CNC2CCC(F)CC12,0.5739845090339015,0.15213021911367117
CHR-SOS-e96-4,x0678,1,Cc1ccncc1NC(=O)CC1(c2cccc(S(N)(=O)=O)c2)CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.5665571866840111,0.17802826633674712
SWA-SYN-40d-5,x0678,0,FC(F)c1ccccc1CNc1nc2ccccc2[nH]1,OC(CC1CCCCC1)NC1CCCNC1,0.4716544883573904,0.08773481529142833
TRY-UNI-714-15,x0107,1,Cc1c(N)cncc1NC(=O)C(C)c1cccc(Cl)c1,CC(O)NC1CNCCC1C,0.5358639462343697,0.12302889552722733
CHR-SOS-6c4-13,x0107,1,Cc1ccncc1NC(=O)NC1(C#Cc2cn(C)cn2)CCCCC1,CC(O)NC1CNCCC1C,0.4131158749846676,0.15345573970213583
SID-ELM-b65-8,x0678,1,CNc1cnc(F)c(NC(=O)CC2CCCCC2)c1,OC(CC1CCCCC1)NC1CCCNC1,0.5007787325237603,0.09349653849855942
DAR-DIA-842-12,x0678,1,Cc1ccc(CC(=O)Nc2cccnc2)s1,OC(CC1CCCCC1)NC1CCCNC1,0.5433784075130046,0.08586446641706047
SAN-PRS-52b-1,x0678,1,O=C(NCC1CCCCC1)c1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.3909164168766941,0.07983899123574942
BEN-DND-362-11,x0107,1,O=C(CN1CCCCC1C[NH+]1CCC(O)CC1)Nc1cccnc1,CC(O)NC1CNCCC1C,0.3712749861031896,0.1440040645379799
JAC-SHE-db4-1,x0874,0,Cc1[nH]nc(-c2c[nH]c3c(C4CC(CO)CC4C(=O)Nc4cccnc4)cccc23)c1C,NC(O)C1CCCC1C1CCSC1,0.40708375738307395,0.15544278190125638
MED-UNK-e6e-7,x0678,1,O=C(Nc1cccnc1)C(O)C1CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.46054365997895164,0.08181806555733531
GAB-REV-70c-1,x0107,1,Cc1ccncc1NC(=O)CN(C)c1cccc(-c2cc[nH]n2)c1,CC(O)NC1CNCCC1C,0.47806850655303257,0.11489624984974384
ADA-UNI-f8e-9,x0072,1,CS(=O)(=O)NCC1CC1(C(=O)Nc1cccnc1)c1cccc(Cl)c1,CS(O)(O)NCCC1CCCCC1,0.6188247259289046,0.169416062521963
CHR-SOS-b30-6,x0946,1,O=C(CC1(C#Cc2cccnn2)CCCCC1)Nc1cccnc1,NS(O)(O)C1CCC(Br)CC1,0.44312800025499227,0.09569604559669229
BEN-VAN-578-10,x0107,1,Cc1ccncc1-c1ccc(=O)n(-c2cccc(N3CCCC3=O)c2)c1,CC(O)NC1CNCCC1C,0.49839506236808245,0.14822907052649167
MIH-UNI-e57-2,x0830,1,O=C(CCl)N1CC[NH+](Cc2cccc3ccccc23)CC1c1cccnc1,CC(O)N1CCN(CC2CCCC3CCCCC32)CC1,0.596977703374708,0.19304788244749657
KAL-WAB-eb3-1,x0678,1,O=C(Cc1c[nH]c2ncccc12)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.46055909864190153,0.07675315700148655
CHR-SOS-597-4,x0748,0,Cc1ncc(CC2(CC(=O)Nc3cccnc3)CCCCC2)s1,CC(O)NC(C)C1CCCC(Cl)C1,0.42977787472194307,0.10946086782750973
DAR-DIA-842-13,x0678,1,O=C(Cc1ccc(Cl)s1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5367669110910953,0.07964734712017793
CHR-SOS-1f3-10,x0107,1,Cc1ccncc1NC(=O)NC1(Oc2ccccc2)CC1,CC(O)NC1CNCCC1C,0.49996124107215023,0.12792711963569206
CHR-SOS-b30-7,x0678,1,O=C(CC1(C#Cc2ccncn2)CCCCC1)Nc1cccnc1,OC(CC1CCCCC1)NC1CCCNC1,0.5034016417233996,0.13731210667913762
TRY-UNI-714-18,x0748,1,Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,CC(O)NC(C)C1CCCC(Cl)C1,0.5876368540137082,0.13806479244563444
MED-UNK-e6e-1,x0678,1,CC(C(=O)Nc1cccnc1)C1CCCCC1,OC(CC1CCCCC1)NC1CCCNC1,0.5165485506610205,0.09711084335705887
MIH-UNI-e57-14,x0072,1,O=C(CCl)N1Cc2ccccc2C(c2ccccc2)C1Cc1c[nH]c2ncccc12,CS(O)(O)NCCC1CCCCC1,0.5430874837856047,0.17535901815205185
ADA-UNI-f8e-10,x0748,0,C[NH2+]CCOC(C(=O)Nc1cccnc1)c1cccc(Cl)c1,CC(O)NC(C)C1CCCC(Cl)C1,0.4926703023240805,0.15275465469306176
SID-ELM-8b3-23,x0678,1,O=C(CC1CCCCC1)Nc1c(Cl)ncc2nccn12,OC(CC1CCCCC1)NC1CCCNC1,0.5261406347912503,0.0821974145373317
SID-ELM-258-1,x0678,1,O=C(CC1CCCCC1)Nc1cncc2[nH]ccc12,OC(CC1CCCCC1)NC1CCCNC1,0.5550747192028557,0.09319998970605534
